model,clip,ground_truth,hypothesis,wer,latency_s
small.en,5895-34615-0014,with this exception gwynplaine's laugh was everlasting,"With this exception, Gwen Plain's laugh was everlasting.",0.2857,0.1569
small.en,1272-141231-0006,the buzzer's whirr triggered his muscles into complete relaxation,The buzzers were triggered his muscles into complete relaxation,0.2222,0.0933
small.en,6241-61943-0019,in the meantime there is not an hour to lose,"In the meantime, there is not an hour to lose.",0.0000,0.1546
small.en,5338-24615-0008,it had been built at a period when castles were no longer necessary and when the scottish architects had not yet acquired the art of designing a domestic residence,It had been built at a period when castles were no longer necessary and when the Scottish architects had not yet acquired the art of designing a domestic residence.,0.0000,0.2308
small.en,1988-148538-0012,they therefore entertain a calm sense of their superiority they do not dream of vaunting privileges which everyone perceives and no one contests and these things are not sufficiently new to them to be made topics of conversation,"They therefore entertain a calm sense of their superiority. They do not dream of founting privileges which every one perceives, and no one contests. And these things are not sufficiently new to them to be made topics of conversation.",0.0789,0.3589
small.en,7976-110523-0021,then they began to run and rushing into the house they fell upon their father's neck,Then they began to run and rushing into the house they fell upon their father's neck,0.0000,0.1501
small.en,3000-15664-0016,it is lined with emerald algae and mosses and shaded with alder willow and thorn bushes which give it a fine setting,"It is lined with emerald algae and mosses, and shaded with alder, willow and thorn bushes, which give it a fine setting.",0.0000,0.1868
small.en,777-126732-0081,comfortable dear,"Comfortable, dear?",0.0000,0.1157
small.en,8297-275155-0003,randal looked again at the first words in the paragraph,Randall looked again at the first words in the paragraph.,0.1000,0.1409
small.en,6241-66616-0016,necessity had become his grim master and the following week he was going to work,Necessity had become his grim master and the following week he was going to work.,0.0000,0.2498
small.en,174-84280-0008,you were wrong in all that i said she kept her faith with you,"You were wrong in all that,"" I said. She kept her faith with you.",0.0000,0.1253
small.en,6241-61943-0003,my uncle was delighted for myself moody and dissatisfied i appeared almost to expect a glimpse of the ghost of hamlet,"My uncle was delighted. For myself, moody and dissatisfied, I appeared almost to expect a glimpse of the Ghost of Hamlet.",0.0000,0.3011
small.en,1272-141231-0010,particularly so on this last night when only two of the little cubicles were occupied the thousands of others standing with dark empty doors,"Particularly so, on this last night, when only two of the little cubicles were occupied, the thousands of others standing with dark, empty doors.",0.0000,0.2538
small.en,8842-302201-0000,thereafter this sonnet bred in me desire to write down in verse four other things touching my condition the which things it seemed to me that i had not yet made manifest,"Thereafter, this sonnet bread in me desire to write down in verse four other things touching my condition, the which things it seemed to me that I had not yet made manifest.",0.0312,0.3330
small.en,6319-64726-0005,she had no sooner taken up the spindle than being hasty and careless she pierced her hand with the point of it and fainted away,"She had no sooner taken up the spindle, than, being hasty and careless, she pierced her hand with the point of it, and fainted away.",0.0000,0.1820
small.en,6313-66129-0032,why don't you move the pony,Why don't you move the pony?,0.0000,0.0861
small.en,1988-148538-0015,these persons then displayed towards each other precisely the same puerile jealousies which animate the men of democracies the same eagerness to snatch the smallest advantages which their equals contested and the same desire to parade ostentatiously those of which they were in possession,"These persons, then, displayed towards each other precisely the same puerile jealousies which animate the men of democracies, the same eagerness to snatch the smallest advantages which are equals contested, and the same desire to parade ostentatiously those of which they were in possession.",0.0227,0.3850
small.en,5536-43363-0000,reincarnation and the converse of spirits,Reincarnation in the Converse of Spirits,0.1667,0.1306
small.en,7976-110124-0023,the cries and curses of the robbers filled the air,The cries and curses of the robbers filled the air.,0.0000,0.0956
small.en,2035-147961-0014,from our bench we could see what a hollow case his body was,From our bench we could see what a hollow case his body was.,0.0000,0.1131
small.en,1988-147956-0014,ambrosch he make good farmer,"Ambros, he made good farmer.",0.4000,0.0858
small.en,3752-4943-0011,oh you ministers of christ wolves in sheep's clothing you shall be judged for this,"O you ministers of Christ, wolves in sheep's clothing, you shall be judged for this.",0.0667,0.1291
small.en,2035-152373-0008,as leading to the mention of other interesting events we must set this inroad clearly before the reader,"As leading to the mention of other interesting events, we must set this in-road clearly before the reader.",0.0000,0.1890
small.en,652-130726-0019,his prices are moderate and his cooking and viands of the best and will satisfy the most critical of the gourmets,"His prices are moderate, and his cooking envions of the best, and will satisfy the most critical of the gourmets.",0.0952,0.2434
small.en,3081-166546-0012,a man was looking in from the corridor behind at the four persons we were just discussing,"A man was looking in from the corridor behind, at the four persons we were just discussing.",0.0000,0.1701
small.en,1462-170142-0007,i never dreamed it would be you bartley,"I never dreamed it would be you, Bartley.",0.0000,0.1220
small.en,174-84280-0001,it seems to me more and more as i live longer that most poetry and most literature and particularly the literature of the past is discordant with the vastness and variety the reserves and resources and recuperations of life as we live it to day,"It seems to me more and more as I live longer, that most poetry and most literature, and particularly the literature of the past, is discordant with the vastness and variety, the reserves and resources and recuperations of life as we live it to-day.",0.0444,0.3463
small.en,6345-93306-0025,it was plain that his castanet girl his mother and sister took a pleasure in crediting her daily with some fresh and unpleasing instrument could have had neither taste money nor honesty to such a point as this,"It was plain that his castanet girl, his mother and sister, took a pleasure in crediting her daily with some fresh and unpleasing instrument, could have had neither taste, money, nor honesty, to such a point as this.",0.0000,0.2911
small.en,2803-154328-0004,if it is decreed that we die to morrow let us die bravely like christian men ready to appear without terror before the supreme judge,"If it is decreed that we die tomorrow, let us die bravely, like Christian men, ready to appear without terror before the Supreme Judge.",0.0800,0.2341
small.en,652-130726-0009,the cuisine is of the best and the chefs rank at the top of their art,The cuisine is of the best and the chefs rank at the top of their art.,0.0000,0.1811
small.en,6295-244435-0034,there were never before such times in old kentucky,There were never before such times in old Kentucky.,0.0000,0.1234
small.en,6313-66125-0004,and that tumble's enough to knock the sense out of a full grown man,and that tumbles enough to knock the sense out of a full grown man.,0.0714,0.1779
small.en,7850-281318-0021,and away she flew to her own cosy nest in the elm tree where she was soon fast asleep forgetting all about the matter,"And away she flew to her own coziness in the Elm Tree, where she was soon fast asleep, forgetting all about the matter.",0.0833,0.2398
small.en,5338-284437-0012,the queen gazed upon our friends with evident interest,The Queen gazed upon our friends with evident interest.,0.0000,0.1103
small.en,6345-64257-0001,at the time mary had noted nothing of these things now she saw them all as for the first time in minute detail while slowly she went up the stair and through the narrowed ways and heard the same wind that raved alike about the new grave and the old house into which latter for all the bales banked against the walls it found many a chink of entrance,"At the time Mary had noted nothing of these things, now she saw them all, as for the first time in minute detail, while slowly she went up the stair and through the narrowed ways, and heard the same wind that raved alike about the new grave and the old house, into which latter, for all the bales banked against the walls, it found many a chink of entrance.",0.0000,0.4706
small.en,1919-142785-0052,illustration pestle and mortar,"Illustration, pestle and mortar.",0.0000,0.0863
small.en,3000-15664-0013,a thousand thousand voices are heard but so finely blended they seem a part of the night itself and make a deeper silence,"A thousand thousand voices are heard, but so finely blended they seem a part of the night itself, and make a deeper silence.",0.0000,0.1550
small.en,1462-170142-0005,she called his name on the threshold but in her swift flight across the room she felt a change in him and caught herself up so deftly that he could not tell just when she did it,"She called his name on the threshold, but in her swift flight across the room she felt a change in him and caught herself up so deftly that he could not tell just when she did it.",0.0000,0.1987
small.en,3752-4944-0025,but macklewain was tired and wanted to get home,But McElwain was tired and wanted to get home.,0.1111,0.1390
small.en,1993-147149-0012,her cries brought her husband down to try with his aching heart to comfort hers,Her cries brought her husband down to try with his aching heart to comfort hers.,0.0000,0.1296
small.en,8297-275154-0019,i tried it yesterday it set my brains on fire i'm feeling that glass i took just now,I tried it yesterday. It set my brains on fire. I'm feeling that glass I took just now.,0.0000,0.2357
small.en,2086-149220-0037,since you are a friend of my cousin hepzibah's you should ask her to show you the picture,"Since you are a friend of my cousin Hepsibos, you should ask her to show you the picture.",0.0556,0.1368
small.en,422-122949-0001,the distinctions of moral values have either originated in a ruling caste pleasantly conscious of being different from the ruled or among the ruled class the slaves and dependents of all sorts,"The distinctions of moral values have either originated in a ruling caste, pleasantly conscious of being different from the ruled, or among the ruled class, the slaves and dependents of all sorts.",0.0000,0.3351
small.en,6345-64257-0010,she was lost lost utterly with an eternal loss,"She was lost, lost utterly, with an eternal loss.",0.0000,0.1005
small.en,5536-43358-0015,nothing of the marvelous could astonish him as that a beast should speak or the sun stand still,"Nothing of the marvelous could astonish him, as that a beast should speak or the sun stands till.",0.1111,0.1849
small.en,5338-284437-0009,she was a beautiful girl of about seventeen years of age not fat like all the rest of the pinkies but slender and well formed according to our own ideas of beauty,"She was a beautiful girl of about seventeen years of age, not fat like all the rest of the Pinkies, but slender and well-formed, according to our own ideas of beauty.",0.0625,0.3512
small.en,652-129742-0007,surround with a garnish of cooked and diced carrots turnips green peas,"Surround with a garnish of cooked and diced carrots, turnips, green peas.",0.0000,0.2260
small.en,2428-83705-0019,and of course i had my expectations and she had hers,"And, of course, I had my expectations and she had hers.",0.0000,0.1075
small.en,6313-66129-0030,what's that for demanded ned wonderingly,"What's that for, demanded Ned Wonderingly?",0.0000,0.0927
small.en,422-122949-0023,whichever groups of sensations within a soul awaken most readily begin to speak and give the word of command these decide as to the general order of rank of its values and determine ultimately its list of desirable things,"Whichever groups of sensations within a soul awaken most readily, begin to speak, and give the word of command, these decide as to the general order of rank of its values, and determine ultimately its list of desirable things.",0.0000,0.3952
small.en,6319-275224-0002,your cousin the wild convolvulus whom i left in the fields this morning does no such thing i assure you,"Your cousin, the wild convolvulus, whom I left in the fields this morning, does no such thing, I assure you.",0.0000,0.2134
small.en,1462-170145-0018,only i'll do it more completely,"Only, I'll do it more completely.",0.0000,0.0949
small.en,7850-111771-0001,at this time grant was not taken with war and probably evinced little interest in army tactics,"At this time Grant was not taken with war, and probably evinced little interest in army tactics.",0.0000,0.1721
small.en,652-129742-0018,this dressing should stand in the ice box four or five hours to become seasoned,This dressing should stand in the ice box four or five hours to become seasoned.,0.0000,0.1627
small.en,5338-24615-0004,yet the physiognomy of the people when more closely examined was far from exhibiting the indifference of stupidity their features were rough but remarkably intelligent grave but the very reverse of stupid and from among the young women an artist might have chosen more than one model whose features and form resembled those of minerva,"Yet, the physiognomy of the people, when more closely examined, was far from exhibiting the indifference of stupidity. Their features were rough, but remarkably intelligent, grave, but the very reverse of stupid, and from among the young women an artist might have chosen more than one model whose features and form resembled those of Minerva.",0.0000,0.5932
small.en,1462-170145-0011,i think i have felt that you were coming,I think I have felt that you were coming.,0.0000,0.1184
small.en,7850-286674-0014,sure enough there he came through the shallow water his wet back shell partly out of it and shining in the sunlight,"Sure enough, there he came through the shallow water, his wet back shell partly out of it and shining in the sunlight.",0.0000,0.2050
small.en,8297-275156-0005,in the meantime after what missus presty had confessed the cruel falsehood which had checked poor kitty's natural inquiries raised an insuperable obstacle to a meeting between father and child,"In the meantime, after what Mrs. Presti had confessed, the cruel falsehood which had checked poor Kitty's natural inquiries raised an insuperable obstacle to a meeting between father and child.",0.0667,0.3065
small.en,6241-61946-0015,i took occasion to consult the map to see where gardar was to be found,"I took occasion to consult the map, to see where Garter was to be found.",0.0667,0.1338
small.en,1988-147956-0001,occasionally one of the horses would tear off with his teeth a plant full of blossoms and walk along munching it the flowers nodding in time to his bites as he ate down toward them,"Occasionally, one of the horses would tear off, with his teeth, a plant full of blossoms. And walk along munching it, the flowers nodding in time to his bites as he ate down toward them.",0.0000,0.2258
small.en,6345-93306-0021,all the same he added irrelevantly you shall have the latch key,"All the same, he added irrelevantly, you shall have the latchkey.",0.1667,0.1173
small.en,7850-73752-0004,ferdinand felt his freedom as well as his happiness,"Ferdinand felt his freedom, as well as his happiness.",0.0000,0.1121
small.en,422-122949-0009,or he will even say for many reasons i can delight in the good opinion of others perhaps because i love and honour them and rejoice in all their joys perhaps also because their good opinion endorses and strengthens my belief in my own good opinion perhaps because the good opinion of others even in cases where i do not share it is useful to me or gives promise of usefulness all this however is not vanity,"Or, he will even say, ""'For many reasons I can delight in the good opinion of others, perhaps because I love and honor them, and rejoice in all their joys, perhaps also because their good opinion endorses and strengthens my belief in my own good opinion, perhaps because the good opinion of others, even in cases where I do not share it, is useful to me, or gives promise of usefulness. All this, however, is not vanity.'""",0.0130,0.5684
small.en,6319-57405-0007,is there anything that you wish he asked,"Is there anything that you wish?"" he asked.",0.0000,0.1051
small.en,5694-64025-0015,should you desire to find out more about the battle i refer you to history,"Should you desire to find out more about the battle, I refer you to history.",0.0000,0.1178
small.en,1272-135031-0018,oh no i'm quite sure he didn't,"Oh no, I'm quite sure he didn't.",0.0000,0.1291
small.en,3853-163249-0053,a very simple little marriage feast but more love good will and tender wishes adorned the plain table than is often found at wedding breakfasts and better than any speech or song was letty's broken whisper as she folded her arms round david's empty chair when no one saw her heaven bless and keep and bring him back to us,"A very simple little marriage feast, but more love, goodwill, and tender wishes adorned the plain table than is often found at wedding breakfasts. And better than any speech or song was Letty's broken whisper, as she folded her arms round David's empty chair when no one saw her. Heaven bless and keep, and bring him back to us.",0.0333,0.5295
small.en,8842-302201-0009,the second begins here an angel the third here dear song i know,"The second begins here, an angel. The third here, dear song I know.",0.0000,0.1814
small.en,6313-66129-0005,jam exclaimed chunky stretching his neck and eyeing the dish longingly,"Jam, explained Chunky, stretching his neck and eyeing the dish longingly.",0.0909,0.1445
small.en,3081-166546-0057,anybody before the father came in,Anybody before the father came in?,0.0000,0.0978
small.en,1462-170142-0026,she pressed his hand gently in gratitude weren't you happy then at all,"She pressed his hand gently in gratitude. Weren't you happy then, at all?",0.0000,0.1857
small.en,1919-142785-0057,the fat they are fried in should be clear and the crumbs should not have the slightest appearance or taste of having been in the least degree burnt,The fat they are fried in should be clear and the crumbs should not have the slightest appearance or taste of having been in the least degree burnt.,0.0000,0.2267
small.en,3000-15664-0008,yet strange to say there are days even here somewhat dull looking when the mountain seems uncommunicative sending out no appreciable invitation as if not at home,"Yet, strange to say, there are days, even here, somewhat dull-looking, when the mountain seems uncommunicative, sending out no appreciable invitation, as if not at home.",0.0741,0.3052
small.en,1673-143396-0011,a foetus that could increase from an invisible point to its full maturity a child that could attain the stature of perfect manhood without deriving any nourishment from the ordinary sources might continue to exist without repairing a daily waste by a daily supply of external matter,"A fetus that could increase from an invisible point to its full maturity, a child that could attain the stature of perfect manhood without deriving any nourishment from the ordinary sources, might continue to exist without repairing a daily waste by a daily supply of external matter.",0.0213,0.4306
small.en,3853-163249-0052,david and christie went smiling away together and if they shed any tears over the brief happiness no one saw them but the flowers and they loyally kept the secret folded up in their tender hearts,"David and Christie went smiling away together, and if they shed any tears over the brief happiness, no one saw them but the flowers, and they loyally kept the secret folded up in their tender hearts.",0.0000,0.3231
small.en,777-126732-0070,he was out of his mind with something he overheard about eating people's flesh and drinking blood what's the good of talking like that,He was out of his mind with something he overheard about eating people's flesh and drinking blood. What's the good of talking like that?,0.0000,0.1988
small.en,2428-83699-0028,there's a knocker if none of em haven't twisted it off,There's a knocker if none of them haven't twisted it off,0.0909,0.1761
small.en,2412-153947-0004,i regret that reviewers have in some cases been inclined to treat the chapters on machines as an attempt to reduce mister darwin's theory to an absurdity,"I regret that reviewers have, in some cases, been inclined to treat the chapters on machines as an attempt to reduce Mr. Darwin's theory to an absurdity.",0.0370,0.2358
small.en,1993-147149-0006,she opened the door softly there sat missus wilson in the old rocking chair with one sick death like boy lying on her knee crying without let or pause but softly gently as fearing to disturb the troubled gasping child while behind her old alice let her fast dropping tears fall down on the dead body of the other twin which she was laying out on a board placed on a sort of sofa settee in a corner of the room,"She opened the door softly. There sat Mrs. Wilson in the old rocking-chair, with one sick, death-like boy lying on her knee, crying without let or pause. But softly, gently, as fearing to disturb the troubled gasping child while behind her, old Alice let her fast-dropping tears fall down on the dead body of the other twin, which she was laying out on a board placed on a sort of sofa satie in the corner of the room.",0.1111,0.7800
small.en,1988-24833-0002,she doesn't pick them up but just having them in the room sure doesn't give her asthma,"She doesn't pick them up, but just having them in the room sure doesn't give her asthma.",0.0000,0.2718
small.en,7850-281318-0007,and she saw the other birds hopping about and twittering helplessly,And she saw all the other birds hopping about and Twittering helplessly.,0.0909,0.1420
small.en,6313-66129-0022,all agreed that tad's superior horsemanship alone had won the race for him,All agreed that Ted's superior horsemanship alone had won the race for him.,0.0769,0.1518
small.en,5338-24640-0008,they held conventicles in the open fields and being treated with great violence and cruelty by the scottish government more than once took arms during those reigns,"They held conventicals in the open fields, and, being treated with great violence and cruelty by the Scottish government, more than once took arms during those reigns.",0.0370,0.2328
small.en,1272-135031-0014,where is that,Where is that?,0.0000,0.0735
small.en,84-121123-0007,what do you mean sir,"What do you mean, sir?",0.0000,0.1473
small.en,2035-147960-0005,i whirled round and there on one of those dry gravel beds was the biggest snake i had ever seen,I whirled round and there on one of those dry gravel beds was the biggest snake I had ever seen.,0.0000,0.1362
small.en,6295-244435-0022,four months had made great changes he bore himself more like a man his manner was much more considered and grave,Four months had made great changes. He bore himself more like a man. His manner was much more considered and grave.,0.0000,0.1870
small.en,2412-153954-0008,the men were as handsome as the women beautiful,The men were as handsome as the women beautiful.,0.0000,0.1766
small.en,422-122949-0005,probably a pessimistic suspicion with regard to the entire situation of man will find expression perhaps a condemnation of man together with his situation,"Probably a pessimistic suspicion with regard to the entire situation of man will find expression, perhaps a condemnation of man, together with his situation.",0.0000,0.3568
small.en,7976-110124-0014,she did not stir and he knew that the sleeping powder had thoroughly done its work,"She did not stir, and he knew that the sleeping powder had thoroughly done its work.",0.0000,0.1204
small.en,5536-43358-0008,at the solemn hour of sunrise or sunset he took up his position overlooking the glories of earth and facing the great mystery and there he remained naked erect silent and motionless exposed to the elements and forces of his arming for a night and a day to two days and nights but rarely longer,"At the solemn hour of sunrise or sunset he took up his position overlooking the glories of earth and facing the great mystery. And there he remained, naked, erect, silent, and motionless, exposed to the elements and forces of his arming. For a night and a day to two days and nights, but rarely longer.",0.0000,0.6826
small.en,2902-9006-0019,to synesius's most charming letters as well as to those of isidore the good abbot of pelusium i beg leave to refer those readers who wish for further information about the private life of the fifth century,"To Sinesius's most charming letters, as well as to those of Isidore, the good abbot of Pelusium, I beg leave to refer those readers who wish for further information about the private life of the fifth century.",0.0270,0.4162
small.en,2277-149897-0023,it was the worst sunday he had spent in his life,It was the worst Sunday he had spent in his life.,0.0000,0.2049
small.en,777-126732-0009,the old terrorist turned slowly his head on his skinny neck from side to side,The old terrorist turns slowly his head on a skinny neck from side to side.,0.1333,0.1148
small.en,2803-161169-0009,ferns and palms mosses and trees and animals all perfect all beautiful and yet all hidden away under this hill and turned into shining black coal now i can very well remember when i first saw a coal fire and how odd it looked to see what seemed to be burning stones,"Ferns and palms, mosses and trees and animals, all perfect, all beautiful, and yet all hidden away under this hill and turned into shining black coal. Now I can very well remember when I first saw a coal fire and how odd it looked to see what seemed to be burning stones.",0.0000,0.4886
small.en,2078-142845-0004,mode put the flour into a large earthenware bowl or deep pan then with a strong metal or wooden spoon hollow out the middle but do not clear it entirely away from the bottom of the pan as in that case the sponge or leaven as it was formerly termed would stick to it which it ought not to do,"Mowed, put the flour into a large earthenware bowl or deep pan, then with a strong metal or wooden spoon hollow out the middle, but do not clear it entirely away from the bottom of the pan, as, in that case, the sponge, or leaven, as it was formerly termed, would stick to it, which it ought not to do.",0.0167,0.4493
small.en,5694-64029-0010,he divined my motive and fired the ball missed its aim,he divined my motive and fired. The ball missed its aim.,0.0000,0.1615
small.en,5895-34622-0020,ursus was the poet of these magical representations he wrote the pieces,Ursus was the poet of these magical representations. He wrote the pieces.,0.0000,0.1125
small.en,7976-105575-0011,i remained awake all night talking with a comrade who shared my blanket with me poor jimmy king,"I remained awake all night, talking with a comrade who shared my blanket with me. Poor Jimmy King.",0.0000,0.1902
small.en,3081-166546-0000,when we took our seats at the breakfast table it was with the feeling of being no longer looked upon as connected in any way with this case,"When we took our seats at the breakfast table, it was with the feeling of being no longer looked upon as connected in any way with this case.",0.0000,0.2013
small.en,1673-143396-0018,he acquiesced in the old distinction of the greek philosophers between the rational and sensitive soul of man that he might reserve the logos for intellectual functions and employ the subordinate human principle in the meaner actions of animal life,"He acquiesced in the old distinction of the Greek philosophers between the rational and sensitive soul of man, that he might reserve the logos for intellectual functions, and employ the subordinate human principle in the meaner actions of animal life.",0.0000,0.3603
small.en,6241-61943-0012,the fact was that scarcely any one of them but expected some goods by the periodical vessel,The fact was that scarcely any one of them but expected some goods by the periodical vessel.,0.0000,0.2008
small.en,8842-302196-0000,he translated at an early age chiefly between eighteen forty five and eighteen forty nine a great number of poems by the italians contemporary with dante or preceding him and among other things he made a version of the whole vita nuova prose and verse,"He translated it in early age, chiefly between 1845 and 1849, a great number of poems by the Italians contemporary with Dante or preceding him, and, among other things, he made a version of the whole Vita nova, prose and verse.",0.2000,0.3215
small.en,6295-244435-0005,that white flag and those boats going out mean that sumter is ours,That white flag and those boats going out mean that Sumter is ours.,0.0000,0.1105
small.en,6313-76958-0016,you won't be so fast to wake up hard working cowboys after that i reckon,"You won't be so fast to wake up hard-working cowboys after that, I reckon.",0.1333,0.1436
small.en,251-136532-0009,well of course they're dead what a question,"Well, of course they're dead. What a question.",0.0000,0.1087
small.en,6319-64726-0001,one of the young fairies overhearing her and fancying she might work some mischief to the little baby went and hid herself behind the hangings in the hall so as to be able to have the last word and undo any harm the old fairy might wish to work,"One of the young fairies, overhearing her, advancing she might work some mischief to the little baby, went and hid herself behind the hangings in the hall, so as to be able to have the last word and undo any harm the old fairy might wish to work.",0.0408,0.2715
small.en,3853-163249-0020,he's a kind neighborly man and his boy will take my place about the house and protect you faithfully,"He's a kind neighborly man, and his boy will take my place about the house and protect you faithfully.",0.0000,0.1535
small.en,1272-128104-0005,it is obviously unnecessary for us to point out how luminous these criticisms are how delicate in expression,"It is obviously unnecessary for us to point out how luminous these criticisms are, how delicate an expression.",0.0556,0.1417
small.en,84-121123-0008,oh you rave sir exclaimed villefort in vain endeavoring to escape the net in which he was taken i rave,"Oh, you rave, sir!"" exclaimed Villefort, in vain endeavouring to escape the net in which he was taken. I rave—",0.0500,0.2313
small.en,7850-281318-0012,and where each bird perched there it was to build its nest,"And where each bird perched, there it was to build its nest.",0.0000,0.1768
small.en,7850-286674-0002,they thought the trouble came from bad bringing up or no bringing up at all,"They thought the trouble came from bad bringing up, or no bringing up at all.",0.0000,0.1407
small.en,1919-142785-0001,long pepper this is the produce of a different plant from that which produces the black it consisting of the half ripe flower heads of what naturalists call piper longum and chaba,"Long pepper. This is the produce of a different plant from that which produces the black, it consisting of the half ripe flower heads of what naturalists call piper longum and chaba.",0.0000,0.2530
small.en,3000-15664-0017,it is three or four miles long and terminates at an elevation of about nine thousand five hundred feet above sea level in moraine sprinkled ice cliffs sixty feet high,"It is three or four miles long and terminates at an elevation of about 9,500 feet above sea level. In moraine sprinkled ice cliffs 60 feet high.",0.1667,0.1963
small.en,2412-153947-0012,there was also another cause,There was also another cause.,0.0000,0.1293
small.en,5694-64038-0021,you see jim knowed the law,"You see, Jim knowed the law.",0.0000,0.1099
small.en,3081-166546-0027,however a little later we had a comfortable chat,"However, a little later we had a comfortable chat.",0.0000,0.1512
small.en,2428-83699-0017,when at last i reached crofton my journey's end it turned out that the station staff consisted of a half witted individual who was stationmaster porter and clerk combined and a hulking lad who did whatever else there was to do,"When at last I reached Crofton, my journey's end, it turned out that the station staff consisted of a half-witted individual who was station master, porter, and clerk combined, and a hulking lad who did whatever else there was to do.",0.0976,0.3109
small.en,6313-66125-0023,but from the cautious movements of the light far below them the guide understood that the lad was at work carrying out his part of the task of rescue to the best of his ability,"But from the cautious movements of the light far below them, the guide understood that the lad was at work, carrying out his part of the task of rescue to the best of his ability.",0.0000,0.3576
small.en,422-122949-0016,what will the moral philosophers who appear at this time have to preach,What will the moral philosophers who appear at this time have to preach?,0.0000,0.1422
small.en,2428-83705-0009,that's it on your account,That's it on your account.,0.0000,0.0871
small.en,3853-163249-0034,now cynthy be you satisfied,"Now, Cynthia, be you satisfied?",0.2000,0.1644
small.en,777-126732-0049,this survey was unfavourable,Their survey was unfavorable.,0.5000,0.0755
small.en,3853-163249-0013,to no home in the land did the great trouble bring a more sudden change than the little cottage in the lane,To no home in the land did the great trouble bring a more sudden change than the little cottage in the lane.,0.0000,0.2215
small.en,3752-4944-0036,an impulsive gentleman said meekin to macklewain as the sound of mister north's footsteps died away in the distance,An impulsive gentleman said meek into McElwain as the sound of Mr. North's footsteps died away in the distance.,0.2105,0.2175
small.en,2412-153948-0005,i was delighted with the country and the manner of life,I was delighted with the country and the manner of life.,0.0000,0.1651
small.en,5895-34629-0015,besides the small fry the swallowers of swords and the grimace makers real performances took place on the green,"Besides the small fry, the swallowers of swords and the grimace makers, real performances took place on the green.",0.0000,0.1717
small.en,3000-15664-0023,mount bremer is the most noted stronghold of the sheep in the whole shasta region,Mount Bremmer is the most noted stronghold of the sheep in the whole Shasta region.,0.0667,0.1608
small.en,6241-61943-0024,i have not the slightest doubt that in high winds its red tiles were blown out to the great annoyance of the pastor and congregation,"I have not the slightest doubt that in high winds its red tiles were blown out, to the great annoyance of the past or in congregation.",0.1200,0.1735
small.en,2428-83699-0014,it was a horrible journey,It was a horrible journey.,0.0000,0.1121
small.en,6319-64726-0020,he turned to show them the castle but behold,He turned to show them the castle. But behold!,0.0000,0.1018
small.en,422-122949-0030,but you misunderstand him when you complain about it,But you misunderstand him when you complain about it.,0.0000,0.0930
small.en,2428-83705-0002,i do not know when it is going to be but it will be either next week or the week after certainly at the earliest possible moment and i shouldn't be at all surprised to learn that all mary ann's things had been already bought and perhaps some of them marked,"I do not know when it is going to be, but it will be either next week or the week after, certainly at the earliest possible moment, and I shouldn't be at all surprised to learn that all Mary Ann's things have been already bought, and perhaps some of them marked.",0.0196,0.4455
small.en,777-126732-0023,the famous terrorist had never in his life raised personally as much as his little finger against the social edifice,The famous terrorist had never in his life raised personally as much as his little finger against the social edifice,0.0000,0.2745
small.en,6295-64301-0005,blessed am i here now my god and blessed shall i be there then,"Blessed am I here now, my God, and blessed shall I be there then.",0.0000,0.1609
small.en,2412-153954-0009,i have always delighted in and reverenced beauty but i felt simply abashed in the presence of such a splendid type a compound of all that is best in egyptian greek and italian,"I have always delighted in and reverenced beauty, but I felt simply abashed in the presence of such a splendid type, a compound of all that is best in Egyptian, Greek, and Italian.",0.0000,0.2152
small.en,2078-142845-0048,seventeen thirty four,1734,1.0000,0.0659
small.en,3170-137482-0021,i rubbed it with all my strength but he told me in a sort of indistinct whisper that the numbness was spreading all along the left side and that he was dying,"I rubbed it with all my strength, but he told me in a sort of indistinct whisper that the numbness was spreading all along the left side, and that he was dying.",0.0000,0.2164
small.en,777-126732-0074,he knows no better he gets into his passions over it,He knows no better. He gets into his passions over it.,0.0000,0.1170
small.en,84-121550-0012,then back i turned my face to those high things which moved themselves towards us so sedately they had been distanced by new wedded brides,"Then, back I turned my face to those high things, which moved themselves towards us so sedately they had been distanced by new wedded brides.",0.0000,0.1770
small.en,1988-148538-0005,i do not believe in such republics any more than in that of plato or if the things we read of really happened i do not hesitate to affirm that these supposed democracies were composed of very different elements from ours and that they had nothing in common with the latter except their name,"I do not believe in such republics any more than in that of Plato. Or if the things we read of really happened, I do not hesitate to affirm that these supposed democracies were composed of very different elements from ours, and that they had nothing in common with the latter except their name.",0.0000,0.4628
small.en,7976-110124-0000,long ago there lived a merchant who had three daughters,Long ago there lived a merchant who had three daughters.,0.0000,0.1154
small.en,652-130726-0020,at the corner of market and eddy streets is the odeon down in a basement with decorations of most garish order,"At the corner of Market and Eddy Streets is the Odeon, down in a basement, with decorations of most garish order.",0.0000,0.2013
small.en,5895-34629-0031,what a pity that he should not be a lord,What a pity that he should not be a lord!,0.0000,0.1394
small.en,7850-286674-0007,well our lower lips anyway answered the nymph,"Well, our lower lips anyway, answered the nymph.",0.0000,0.1291
small.en,2803-154328-0007,john you have promised mary what i promised lady helena what is your plan,"John, you have promised Mary what I promised Lady Helena. What is your plan?",0.0000,0.1249
